,Finish,Start,Car #,Driver,Make,Pts,S1,S2,S3,Laps,Led,Status,Rating,Team,track,season
1,2,9,19.0,Martin Truex Jr.,Toyota,42,,4,,312,0,running,118.1,Joe Gibbs Racing,Phoenix,2019
2,3,1,12.0,Ryan Blaney,Ford,44,1,,,312,94,running,124.1,Team Penske,Phoenix,2019
3,4,14,10.0,Aric Almirola,Ford,42,2,,,312,26,running,100.7,Stewart-Haas Racing,Phoenix,2019
4,5,3,11.0,Denny Hamlin,Toyota,38,,5,,312,7,running,108.4,Joe Gibbs Racing,Phoenix,2019
5,6,31,42.0,Kyle Larson,Chevrolet,36,6,,,312,0,running,86.0,Chip Ganassi Racing,Phoenix,2019
6,7,16,1.0,Kurt Busch,Chevrolet,31,,10,,312,0,running,90.7,Chip Ganassi Racing,Phoenix,2019
7,8,15,48.0,Jimmie Johnson,Chevrolet,33,,7,,312,4,running,97.7,Hendrick Motorsports,Phoenix,2019
8,9,8,4.0,Kevin Harvick,Ford,37,10,3,,312,0,running,105.1,Stewart-Haas Racing,Phoenix,2019
9,10,12,22.0,Joey Logano,Ford,38,3,8,,312,0,running,96.4,Team Penske,Phoenix,2019
10,11,26,14.0,Clint Bowyer,Ford,35,,2,,312,0,running,94.6,Stewart-Haas Racing,Phoenix,2019
11,12,18,6.0,Ryan Newman,Ford,30,,6,,312,0,running,83.6,Roush Fenway Racing,Phoenix,2019
12,13,19,17.0,Ricky Stenhouse Jr.,Ford,24,,,,312,0,running,73.7,Roush Fenway Racing,Phoenix,2019
13,14,2,9.0,Chase Elliott,Chevrolet,27,9,9,,312,0,running,76.8,Hendrick Motorsports,Phoenix,2019
14,15,20,13.0,Ty Dillon,Chevrolet,22,,,,312,0,running,64.2,Germain Racing,Phoenix,2019
15,16,22,37.0,Chris Buescher,Chevrolet,21,,,,312,0,running,58.5,JTG Daugherty Racing,Phoenix,2019
16,17,17,21.0,Paul Menard,Ford,20,,,,311,0,running,67.3,Wood Brothers Racing,Phoenix,2019
17,18,11,8.0,Daniel Hemric,Chevrolet,19,,,,311,4,running,59.6,Richard Childress Racing,Phoenix,2019
18,19,5,2.0,Brad Keselowski,Ford,18,,,,311,0,running,66.6,Team Penske,Phoenix,2019
19,20,30,36.0,Matt Tifft,Ford,17,,,,311,0,running,47.2,Front Row Motorsports,Phoenix,2019
20,21,13,3.0,Austin Dillon,Chevrolet,20,7,,,311,0,running,71.8,Richard Childress Racing,Phoenix,2019
21,22,23,43.0,Darrell Wallace Jr.,Chevrolet,15,,,,311,0,running,51.0,Richard Petty Motorsports,Phoenix,2019
22,23,28,41.0,Daniel Suarez,Ford,14,,,,311,0,running,56.7,Stewart-Haas Racing,Phoenix,2019
23,24,7,24.0,William Byron,Chevrolet,16,8,,,310,0,running,68.8,Hendrick Motorsports,Phoenix,2019
24,25,29,38.0,David Ragan,Ford,12,,,,310,0,running,44.2,Front Row Motorsports,Phoenix,2019
25,26,24,32.0,Corey LaJoie,Ford,11,,,,310,0,running,37.9,GO FAS Racing,Phoenix,2019
26,27,33,15.0,Ross Chastain,Chevrolet,0,,,,308,0,running,33.6,Premium Motorsports,Phoenix,2019
27,28,25,95.0,Matt DiBenedetto,Toyota,9,,,,308,0,running,57.2,Leavine Family Racing,Phoenix,2019
28,29,10,20.0,Erik Jones,Toyota,8,,,,304,0,running,45.8,Joe Gibbs Racing,Phoenix,2019
29,30,35,77.0,Quin Houff,Chevrolet,7,,,,302,0,running,28.0,Spire Motorsports,Phoenix,2019
30,31,36,52.0,Bayley Currey,Ford,0,,,,301,0,running,27.0,Rick Ware Racing,Phoenix,2019
31,32,34,51.0,Cody Ware,Chevrolet,0,,,,300,0,running,28.5,Petty Ware Racing,Phoenix,2019
32,33,32,0.0,Landon Cassill,Chevrolet,0,,,,267,0,running,32.4,StarCom Racing,Phoenix,2019
33,34,21,47.0,Ryan Preece,Chevrolet,3,,,,229,0,accident,38.0,JTG Daugherty Racing,Phoenix,2019
34,35,6,88.0,Alex Bowman,Chevrolet,9,4,,,191,0,accident,63.9,Hendrick Motorsports,Phoenix,2019
35,36,27,34.0,Michael McDowell,Ford,1,,,,157,0,accident,34.2,Front Row Motorsports,Phoenix,2019
0,1,4,18.0,Kyle Busch,Toyota,60,1,1,,200,134,running,148.5,Joe Gibbs Racing,California(AutoClub),2019
1,2,5,22.0,Joey Logano,Ford,51,2,4,,200,3,running,121.4,Team Penske,California(AutoClub),2019
2,3,13,2.0,Brad Keselowski,Ford,43,,2,,200,42,running,115.7,Team Penske,California(AutoClub),2019
3,4,2,4.0,Kevin Harvick,Ford,45,4,6,,200,0,running,107.6,Stewart-Haas Racing,California(AutoClub),2019
4,5,10,12.0,Ryan Blaney,Ford,42,9,3,,200,2,running,111.6,Team Penske,California(AutoClub),2019
5,6,21,1.0,Kurt Busch,Chevrolet,34,,8,,200,0,running,98.5,Chip Ganassi Racing,California(AutoClub),2019
6,7,6,11.0,Denny Hamlin,Toyota,40,3,9,,200,8,running,104.3,Joe Gibbs Racing,California(AutoClub),2019
7,8,27,19.0,Martin Truex Jr.,Toyota,29,,,,200,0,running,87.9,Joe Gibbs Racing,California(AutoClub),2019
8,9,3,10.0,Aric Almirola,Ford,40,5,5,,200,7,running,108.6,Stewart-Haas Racing,California(AutoClub),2019
9,10,1,3.0,Austin Dillon,Chevrolet,27,,,,200,0,running,92.2,Richard Childress Racing,California(AutoClub),2019
10,11,8,9.0,Chase Elliott,Chevrolet,27,,10,,200,0,running,84.0,Hendrick Motorsports,California(AutoClub),2019
11,12,15,42.0,Kyle Larson,Chevrolet,25,,,,200,0,running,79.8,Chip Ganassi Racing,California(AutoClub),2019
12,13,20,41.0,Daniel Suarez,Ford,28,7,,,200,0,running,86.4,Stewart-Haas Racing,California(AutoClub),2019
13,14,12,17.0,Ricky Stenhouse Jr.,Ford,23,,,,200,1,running,73.8,Roush Fenway Racing,California(AutoClub),2019
14,15,22,24.0,William Byron,Chevrolet,22,,,,200,3,running,71.5,Hendrick Motorsports,California(AutoClub),2019
15,16,14,37.0,Chris Buescher,Chevrolet,21,,,,200,0,running,65.3,JTG Daugherty Racing,California(AutoClub),2019
16,17,11,48.0,Jimmie Johnson,Chevrolet,23,8,,,200,0,running,82.2,Hendrick Motorsports,California(AutoClub),2019
17,18,24,95.0,Matt DiBenedetto,Toyota,19,,,,200,0,running,61.8,Leavine Family Racing,California(AutoClub),2019
18,19,18,20.0,Erik Jones,Toyota,27,6,7,,200,0,running,79.0,Joe Gibbs Racing,California(AutoClub),2019
19,20,25,21.0,Paul Menard,Ford,17,,,,200,0,running,68.8,Wood Brothers Racing,California(AutoClub),2019
20,21,23,88.0,Alex Bowman,Chevrolet,16,,,,200,0,running,63.3,Hendrick Motorsports,California(AutoClub),2019
21,22,7,6.0,Ryan Newman,Ford,15,,,,199,0,running,56.2,Roush Fenway Racing,California(AutoClub),2019
22,23,26,47.0,Ryan Preece,Chevrolet,14,,,,199,0,running,50.8,JTG Daugherty Racing,California(AutoClub),2019
23,24,29,34.0,Michael McDowell,Ford,13,,,,198,0,running,52.3,Front Row Motorsports,California(AutoClub),2019
24,25,19,38.0,David Ragan,Ford,12,,,,198,0,running,45.8,Front Row Motorsports,California(AutoClub),2019
25,26,32,36.0,Matt Tifft,Ford,11,,,,197,0,running,44.9,Front Row Motorsports,California(AutoClub),2019
26,27,16,13.0,Ty Dillon,Chevrolet,10,,,,197,0,running,50.5,Germain Racing,California(AutoClub),2019
27,28,31,15.0,Ross Chastain,Chevrolet,0,,,,195,0,running,37.1,Premium Motorsports,California(AutoClub),2019
28,29,33,0.0,Landon Cassill,Chevrolet,0,,,,195,0,running,38.7,StarCom Racing,California(AutoClub),2019
29,30,28,43.0,Darrell Wallace Jr.,Chevrolet,7,,,,194,0,running,41.2,Richard Petty Motorsports,California(AutoClub),2019
30,31,30,32.0,Corey LaJoie,Ford,6,,,,193,0,running,42.3,GO FAS Racing,California(AutoClub),2019
31,32,34,51.0,Cody Ware,Chevrolet,0,,,,192,0,running,33.3,Petty Ware Racing,California(AutoClub),2019
32,33,17,8.0,Daniel Hemric,Chevrolet,5,10,,,192,0,running,60.3,Richard Childress Racing,California(AutoClub),2019
33,34,35,27.0,Reed Sorenson,Chevrolet,3,,,,192,0,running,30.5,Premium Motorsports,California(AutoClub),2019
34,35,38,66.0,Joey Gase,Toyota,0,,,,188,0,running,25.5,MBM Motorsports,California(AutoClub),2019
35,36,37,77.0,Garrett Smithley,Chevrolet,0,,,,188,0,running,27.3,Spire Motorsports,California(AutoClub),2019
36,37,36,52.0,B.J. McLeod,Ford,0,,,,172,0,running,24.7,Rick Ware Racing,California(AutoClub),2019
37,38,9,14.0,Clint Bowyer,Ford,1,,,,130,0,overheating,55.3,Stewart-Haas Racing,California(AutoClub),2019
0,1,3,2.0,Brad Keselowski,Ford,60,1,1,,500,446,running,150.0,Team Penske,Martinsville,2019
1,2,7,9.0,Chase Elliott,Chevrolet,51,2,4,,500,49,running,124.1,Hendrick Motorsports,Martinsville,2019
2,3,13,18.0,Kyle Busch,Toyota,36,9,,,500,0,running,109.3,Joe Gibbs Racing,Martinsville,2019
3,4,17,12.0,Ryan Blaney,Ford,48,5,2,,500,0,running,114.4,Team Penske,Martinsville,2019
4,5,5,11.0,Denny Hamlin,Toyota,47,4,3,,500,0,running,103.9,Joe Gibbs Racing,Martinsville,2019
5,6,4,4.0,Kevin Harvick,Ford,35,,7,,500,0,running,101.4,Stewart-Haas Racing,Martinsville,2019
6,7,10,14.0,Clint Bowyer,Ford,38,6,8,,500,0,running,96.4,Stewart-Haas Racing,Martinsville,2019
7,8,8,19.0,Martin Truex Jr.,Toyota,38,8,5,,500,0,running,99.0,Joe Gibbs Racing,Martinsville,2019
8,9,2,10.0,Aric Almirola,Ford,41,3,6,,500,0,running,102.5,Stewart-Haas Racing,Martinsville,2019
9,10,9,41.0,Daniel Suarez,Ford,29,,9,,500,0,running,87.6,Stewart-Haas Racing,Martinsville,2019
10,11,29,3.0,Austin Dillon,Chevrolet,27,10,,,500,0,running,84.4,Richard Childress Racing,Martinsville,2019
11,12,19,1.0,Kurt Busch,Chevrolet,25,,,,500,0,running,78.1,Chip Ganassi Racing,Martinsville,2019
12,13,22,13.0,Ty Dillon,Chevrolet,24,,,,500,0,running,69.8,Germain Racing,Martinsville,2019
13,14,16,88.0,Alex Bowman,Chevrolet,23,,,,500,0,running,74.3,Hendrick Motorsports,Martinsville,2019
14,15,14,21.0,Paul Menard,Ford,22,,,,500,0,running,71.8,Wood Brothers Racing,Martinsville,2019
15,16,15,47.0,Ryan Preece,Chevrolet,21,,,,500,0,running,66.5,JTG Daugherty Racing,Martinsville,2019
16,17,26,43.0,Darrell Wallace Jr.,Chevrolet,20,,,,500,0,running,60.7,Richard Petty Motorsports,Martinsville,2019
17,18,6,42.0,Kyle Larson,Chevrolet,19,,,,500,0,running,75.9,Chip Ganassi Racing,Martinsville,2019
18,19,1,22.0,Joey Logano,Ford,23,7,10,,500,5,running,80.2,Team Penske,Martinsville,2019
19,20,21,95.0,Matt DiBenedetto,Toyota,17,,,,500,0,running,63.8,Leavine Family Racing,Martinsville,2019
20,21,12,37.0,Chris Buescher,Chevrolet,16,,,,499,0,running,54.3,JTG Daugherty Racing,Martinsville,2019
21,22,34,24.0,William Byron,Chevrolet,15,,,,499,0,running,52.0,Hendrick Motorsports,Martinsville,2019
22,23,20,6.0,Ryan Newman,Ford,14,,,,499,0,running,50.4,Roush Fenway Racing,Martinsville,2019
23,24,11,48.0,Jimmie Johnson,Chevrolet,13,,,,498,0,running,61.3,Hendrick Motorsports,Martinsville,2019
24,25,24,17.0,Ricky Stenhouse Jr.,Ford,12,,,,498,0,running,49.8,Roush Fenway Racing,Martinsville,2019
25,26,25,38.0,David Ragan,Ford,11,,,,496,0,running,42.2,Front Row Motorsports,Martinsville,2019
26,27,28,8.0,Daniel Hemric,Chevrolet,10,,,,496,0,running,50.4,Richard Childress Racing,Martinsville,2019
27,28,27,0.0,Landon Cassill,Chevrolet,0,,,,494,0,running,37.3,StarCom Racing,Martinsville,2019
28,29,31,36.0,Matt Tifft,Ford,8,,,,494,0,running,33.7,Front Row Motorsports,Martinsville,2019
29,30,18,20.0,Erik Jones,Toyota,7,,,,491,0,running,60.7,Joe Gibbs Racing,Martinsville,2019
30,31,23,34.0,Michael McDowell,Ford,6,,,,491,0,running,36.2,Front Row Motorsports,Martinsville,2019
31,32,35,77.0,D.J. Kennington,Chevrolet,0,,,,489,0,running,29.2,Spire Motorsports,Martinsville,2019
32,33,32,32.0,Corey LaJoie,Ford,4,,,,489,0,running,31.3,GO FAS Racing,Martinsville,2019
33,34,30,15.0,Ross Chastain,Chevrolet,0,,,,365,0,engine,38.6,Premium Motorsports,Martinsville,2019
34,35,36,52.0,Jeb Burton,Chevrolet,0,,,,163,0,brakes,25.5,Rick Ware Racing,Martinsville,2019
35,36,33,51.0,Cody Ware,Chevrolet,0,,,,55,0,brakes,23.2,Petty Ware Racing,Martinsville,2019
0,1,6,11.0,Denny Hamlin,Toyota,50,,1,,334,45,running,119.1,Joe Gibbs Racing,Texas,2019
1,2,25,14.0,Clint Bowyer,Ford,35,,,,334,3,running,104.3,Stewart-Haas Racing,Texas,2019
2,3,4,41.0,Daniel Suarez,Ford,46,7,3,,334,9,running,111.4,Stewart-Haas Racing,Texas,2019
3,4,11,20.0,Erik Jones,Toyota,33,,,,334,30,running,85.3,Joe Gibbs Racing,Texas,2019
4,5,1,48.0,Jimmie Johnson,Chevrolet,42,2,10,,334,60,running,104.4,Hendrick Motorsports,Texas,2019
5,6,2,24.0,William Byron,Chevrolet,34,,8,,334,15,running,101.9,Hendrick Motorsports,Texas,2019
6,7,21,10.0,Aric Almirola,Ford,30,,,,334,3,running,92.2,Stewart-Haas Racing,Texas,2019
7,8,23,4.0,Kevin Harvick,Ford,29,,,,334,0,running,84.7,Stewart-Haas Racing,Texas,2019
8,9,30,1.0,Kurt Busch,Chevrolet,28,,,,334,0,running,92.8,Chip Ganassi Racing,Texas,2019
9,10,16,18.0,Kyle Busch,Toyota,37,8,4,,334,66,running,126.0,Joe Gibbs Racing,Texas,2019
10,11,18,6.0,Ryan Newman,Ford,31,,6,,334,0,running,76.7,Roush Fenway Racing,Texas,2019
11,12,20,19.0,Martin Truex Jr.,Toyota,25,,,,334,10,running,81.7,Joe Gibbs Racing,Texas,2019
12,13,3,9.0,Chase Elliott,Chevrolet,32,3,,,334,35,running,107.7,Hendrick Motorsports,Texas,2019
13,14,5,3.0,Austin Dillon,Chevrolet,30,4,,,334,5,running,88.7,Richard Childress Racing,Texas,2019
14,15,15,34.0,Michael McDowell,Ford,24,,9,,334,0,running,69.3,Front Row Motorsports,Texas,2019
15,16,17,17.0,Ricky Stenhouse Jr.,Ford,25,,7,,333,0,running,66.8,Roush Fenway Racing,Texas,2019
16,17,8,22.0,Joey Logano,Ford,30,1,,,333,8,running,97.1,Team Penske,Texas,2019
17,18,24,88.0,Alex Bowman,Chevrolet,19,,,,333,0,running,59.5,Hendrick Motorsports,Texas,2019
18,19,14,21.0,Paul Menard,Ford,29,6,5,,333,0,running,77.2,Wood Brothers Racing,Texas,2019
19,20,19,37.0,Chris Buescher,Chevrolet,18,10,,,333,0,running,60.7,JTG Daugherty Racing,Texas,2019
20,21,9,13.0,Ty Dillon,Chevrolet,16,,,,332,0,running,64.0,Germain Racing,Texas,2019
21,22,27,47.0,Ryan Preece,Chevrolet,15,,,,332,0,running,48.6,JTG Daugherty Racing,Texas,2019
22,23,10,43.0,Darrell Wallace Jr.,Chevrolet,14,,,,332,0,running,53.8,Richard Petty Motorsports,Texas,2019
23,24,29,36.0,Matt Tifft,Ford,13,,,,332,0,running,49.3,Front Row Motorsports,Texas,2019
24,25,28,38.0,David Ragan,Ford,12,,,,331,0,running,52.3,Front Row Motorsports,Texas,2019
25,26,26,95.0,Matt DiBenedetto,Toyota,11,,,,331,0,running,51.2,Leavine Family Racing,Texas,2019
26,27,33,96.0,Parker Kligerman,Toyota,0,,,,330,0,running,43.7,Gaunt Brothers Racing,Texas,2019
27,28,31,32.0,Corey LaJoie,Ford,9,,,,330,0,running,39.2,GO FAS Racing,Texas,2019
28,29,35,15.0,Ross Chastain,Chevrolet,0,,,,329,0,running,39.8,Premium Motorsports,Texas,2019
29,30,32,0.0,Landon Cassill,Chevrolet,0,,,,326,0,running,37.8,StarCom Racing,Texas,2019
30,31,34,51.0,B.J. McLeod,Chevrolet,0,,,,325,0,running,34.9,Petty Ware Racing,Texas,2019
31,32,38,77.0,Garrett Smithley,Chevrolet,0,,,,325,0,running,30.6,Spire Motorsports,Texas,2019
32,33,7,8.0,Daniel Hemric,Chevrolet,4,,,,324,0,running,52.6,Richard Childress Racing,Texas,2019
33,34,37,27.0,Reed Sorenson,Chevrolet,3,,,,322,0,running,28.1,Premium Motorsports,Texas,2019
34,35,36,52.0,Bayley Currey,Chevrolet,0,,,,320,0,running,30.7,Rick Ware Racing,Texas,2019
35,36,12,2.0,Brad Keselowski,Ford,1,,,,279,0,running,57.9,Team Penske,Texas,2019
36,37,13,12.0,Ryan Blaney,Ford,16,5,2,,225,45,overheating,102.2,Team Penske,Texas,2019
37,38,39,66.0,Timmy Hill,Toyota,0,,,,168,0,clutch,24.2,MBM Motorsports,Texas,2019
38,39,22,42.0,Kyle Larson,Chevrolet,3,9,,,147,0,accident,50.5,Chip Ganassi Racing,Texas,2019
0,1,17,18.0,Kyle Busch,Toyota,51,6,5,,500,71,running,119.2,Joe Gibbs Racing,Bristol,2019
1,2,27,1.0,Kurt Busch,Chevrolet,40,,6,,500,0,running,102.8,Chip Ganassi Racing,Bristol,2019
2,3,7,22.0,Joey Logano,Ford,51,4,1,,500,146,running,132.3,Team Penske,Bristol,2019
3,4,3,12.0,Ryan Blaney,Ford,46,7,2,,500,158,running,126.7,Team Penske,Bristol,2019
4,5,5,11.0,Denny Hamlin,Toyota,32,,,,500,7,running,88.7,Joe Gibbs Racing,Bristol,2019
5,6,9,21.0,Paul Menard,Ford,34,8,,,500,0,running,76.2,Wood Brothers Racing,Bristol,2019
6,7,8,14.0,Clint Bowyer,Ford,42,2,8,,500,24,running,110.2,Stewart-Haas Racing,Bristol,2019
7,8,20,41.0,Daniel Suarez,Ford,30,,10,,500,0,running,91.4,Stewart-Haas Racing,Bristol,2019
8,9,11,6.0,Ryan Newman,Ford,36,,3,,500,0,running,94.1,Roush Fenway Racing,Bristol,2019
9,10,10,48.0,Jimmie Johnson,Chevrolet,33,5,,,500,0,running,89.9,Hendrick Motorsports,Bristol,2019
10,11,1,9.0,Chase Elliott,Chevrolet,27,10,,,500,38,running,91.2,Hendrick Motorsports,Bristol,2019
11,12,21,95.0,Matt DiBenedetto,Toyota,25,,,,500,0,running,78.8,Leavine Family Racing,Bristol,2019
12,13,13,4.0,Kevin Harvick,Ford,24,,,,500,0,running,70.4,Stewart-Haas Racing,Bristol,2019
13,14,15,3.0,Austin Dillon,Chevrolet,25,,9,,500,0,running,74.2,Richard Childress Racing,Bristol,2019
14,15,24,13.0,Ty Dillon,Chevrolet,32,1,,,500,6,running,74.6,Germain Racing,Bristol,2019
15,16,2,24.0,William Byron,Chevrolet,21,,,,500,0,running,64.7,Hendrick Motorsports,Bristol,2019
16,17,23,19.0,Martin Truex Jr.,Toyota,22,9,,,499,0,running,92.1,Joe Gibbs Racing,Bristol,2019
17,18,12,2.0,Brad Keselowski,Ford,34,3,4,,499,40,running,100.0,Team Penske,Bristol,2019
18,19,16,42.0,Kyle Larson,Chevrolet,18,,,,499,0,running,61.4,Chip Ganassi Racing,Bristol,2019
19,20,28,43.0,Darrell Wallace Jr.,Chevrolet,17,,,,499,0,running,53.5,Richard Petty Motorsports,Bristol,2019
20,21,22,38.0,David Ragan,Ford,16,,,,498,0,running,58.8,Front Row Motorsports,Bristol,2019
21,22,25,37.0,Chris Buescher,Chevrolet,19,,7,,498,0,running,76.6,JTG Daugherty Racing,Bristol,2019
22,23,14,88.0,Alex Bowman,Chevrolet,14,,,,497,0,running,64.7,Hendrick Motorsports,Bristol,2019
23,24,4,20.0,Erik Jones,Toyota,13,,,,497,10,running,66.8,Joe Gibbs Racing,Bristol,2019
24,25,30,47.0,Ryan Preece,Chevrolet,12,,,,496,0,running,43.2,JTG Daugherty Racing,Bristol,2019
25,26,31,0.0,Landon Cassill,Chevrolet,0,,,,495,0,running,44.9,StarCom Racing,Bristol,2019
26,27,29,36.0,Matt Tifft,Ford,10,,,,494,0,running,43.4,Front Row Motorsports,Bristol,2019
27,28,18,34.0,Michael McDowell,Ford,9,,,,493,0,running,49.2,Front Row Motorsports,Bristol,2019
28,29,37,15.0,Ross Chastain,Chevrolet,0,,,,491,0,running,42.7,Premium Motorsports,Bristol,2019
29,30,26,8.0,Daniel Hemric,Chevrolet,7,,,,490,0,running,46.2,Richard Childress Racing,Bristol,2019
30,31,34,52.0,Bayley Currey,Chevrolet,0,,,,488,0,running,35.5,Rick Ware Racing,Bristol,2019
31,32,36,77.0,Quin Houff,Chevrolet,5,,,,476,0,running,29.9,Spire Motorsports,Bristol,2019
32,33,19,17.0,Ricky Stenhouse Jr.,Ford,4,,,,395,0,running,35.3,Roush Fenway Racing,Bristol,2019
33,34,32,32.0,Corey LaJoie,Ford,3,,,,308,0,accident,43.3,GO FAS Racing,Bristol,2019
34,35,35,66.0,Timmy Hill,Toyota,0,,,,239,0,suspension,28.2,MBM Motorsports,Bristol,2019
35,36,33,51.0,Gray Gaulding,Ford,0,,,,142,0,engine,32.7,Petty Ware Racing,Bristol,2019
36,37,6,10.0,Aric Almirola,Ford,1,,,,3,0,accident,23.2,Stewart-Haas Racing,Bristol,2019
0,1,5,19.0,Martin Truex Jr.,Toyota,57,3,2,,400,186,running,138.9,Joe Gibbs Racing,Richmond,2019
1,2,3,22.0,Joey Logano,Ford,54,2,1,,400,52,running,125.0,Team Penske,Richmond,2019
2,3,14,14.0,Clint Bowyer,Ford,46,5,5,,400,0,running,112.8,Stewart-Haas Racing,Richmond,2019
3,4,1,4.0,Kevin Harvick,Ford,48,4,3,,400,30,running,119.5,Stewart-Haas Racing,Richmond,2019
4,5,30,11.0,Denny Hamlin,Toyota,32,,,,400,0,running,88.7,Joe Gibbs Racing,Richmond,2019
5,6,6,3.0,Austin Dillon,Chevrolet,31,,,,400,0,running,98.5,Richard Childress Racing,Richmond,2019
6,7,8,2.0,Brad Keselowski,Ford,42,6,4,,400,31,running,107.0,Team Penske,Richmond,2019
7,8,4,18.0,Kyle Busch,Toyota,39,1,,,400,101,running,108.7,Joe Gibbs Racing,Richmond,2019
8,9,24,6.0,Ryan Newman,Ford,28,,,,400,0,running,79.3,Roush Fenway Racing,Richmond,2019
9,10,9,21.0,Paul Menard,Ford,30,9,10,,400,0,running,92.0,Wood Brothers Racing,Richmond,2019
10,11,2,1.0,Kurt Busch,Chevrolet,34,7,7,,400,0,running,97.4,Chip Ganassi Racing,Richmond,2019
11,12,34,48.0,Jimmie Johnson,Chevrolet,25,,,,400,0,running,74.4,Hendrick Motorsports,Richmond,2019
12,13,13,24.0,William Byron,Chevrolet,24,,,,400,0,running,83.5,Hendrick Motorsports,Richmond,2019
13,14,35,20.0,Erik Jones,Toyota,26,,8,,400,0,running,77.3,Joe Gibbs Racing,Richmond,2019
14,15,32,9.0,Chase Elliott,Chevrolet,22,,,,400,0,running,66.9,Hendrick Motorsports,Richmond,2019
15,16,11,17.0,Ricky Stenhouse Jr.,Ford,21,,,,400,0,running,68.9,Roush Fenway Racing,Richmond,2019
16,17,12,88.0,Alex Bowman,Chevrolet,20,,,,399,0,running,73.5,Hendrick Motorsports,Richmond,2019
17,18,33,41.0,Daniel Suarez,Ford,25,10,6,,399,0,running,80.8,Stewart-Haas Racing,Richmond,2019
18,19,17,8.0,Daniel Hemric,Chevrolet,18,,,,399,0,running,58.8,Richard Childress Racing,Richmond,2019
19,20,16,47.0,Ryan Preece,Chevrolet,17,,,,399,0,running,51.8,JTG Daugherty Racing,Richmond,2019
20,21,23,13.0,Ty Dillon,Chevrolet,16,,,,398,0,running,59.5,Germain Racing,Richmond,2019
21,22,7,37.0,Chris Buescher,Chevrolet,20,8,9,,398,0,running,74.6,JTG Daugherty Racing,Richmond,2019
22,23,31,10.0,Aric Almirola,Ford,14,,,,398,0,running,64.8,Stewart-Haas Racing,Richmond,2019
23,24,20,95.0,Matt DiBenedetto,Toyota,13,,,,398,0,running,48.5,Leavine Family Racing,Richmond,2019
24,25,22,12.0,Ryan Blaney,Ford,12,,,,398,0,running,53.3,Team Penske,Richmond,2019
25,26,21,32.0,Corey LaJoie,Ford,11,,,,396,0,running,41.0,GO FAS Racing,Richmond,2019
26,27,19,43.0,Darrell Wallace Jr.,Chevrolet,10,,,,396,0,running,47.8,Richard Petty Motorsports,Richmond,2019
27,28,15,38.0,David Ragan,Ford,9,,,,396,0,running,47.2,Front Row Motorsports,Richmond,2019
28,29,36,36.0,Matt Tifft,Ford,8,,,,395,0,running,37.3,Front Row Motorsports,Richmond,2019
29,30,29,15.0,Ross Chastain,Chevrolet,0,,,,394,0,running,38.8,Premium Motorsports,Richmond,2019
30,31,27,51.0,Jeb Burton,Ford,0,,,,392,0,running,32.2,Petty Ware Racing,Richmond,2019
31,32,26,52.0,Bayley Currey,Chevrolet,0,,,,392,0,running,29.8,Rick Ware Racing,Richmond,2019
32,33,37,66.0,Joey Gase,Toyota,0,,,,387,0,running,27.2,MBM Motorsports,Richmond,2019
33,34,28,77.0,Quin Houff,Chevrolet,3,,,,386,0,running,25.9,Spire Motorsports,Richmond,2019
34,35,25,0.0,Landon Cassill,Chevrolet,0,,,,322,0,running,36.8,StarCom Racing,Richmond,2019
35,36,18,34.0,Michael McDowell,Ford,1,,,,240,0,accident,38.2,Front Row Motorsports,Richmond,2019
36,37,10,42.0,Kyle Larson,Chevrolet,1,,,,125,0,accident,50.0,Chip Ganassi Racing,Richmond,2019
0,1,11,9.0,Chase Elliott,Chevrolet,57,4,1,,188,45,running,105.9,Hendrick Motorsports,Talladega,2019
1,2,9,88.0,Alex Bowman,Chevrolet,53,2,2,,188,7,running,98.9,Hendrick Motorsports,Talladega,2019
2,3,30,47.0,Ryan Preece,Chevrolet,34,,,,188,0,running,74.7,JTG Daugherty Racing,Talladega,2019
3,4,8,22.0,Joey Logano,Ford,35,,9,,188,37,running,105.6,Team Penske,Talladega,2019
4,5,5,8.0,Daniel Hemric,Chevrolet,35,,8,,188,0,running,85.5,Richard Childress Racing,Talladega,2019
5,6,14,1.0,Kurt Busch,Chevrolet,36,,6,,188,0,running,90.3,Chip Ganassi Racing,Talladega,2019
6,7,24,6.0,Ryan Newman,Ford,35,6,,,188,0,running,83.7,Roush Fenway Racing,Talladega,2019
7,8,29,62.0,Brendan Gaughan,Chevrolet,0,,,,188,5,running,67.7,Beard Motorsports,Talladega,2019
8,9,2,10.0,Aric Almirola,Ford,28,,,,188,27,running,111.0,Stewart-Haas Racing,Talladega,2019
9,10,22,18.0,Kyle Busch,Toyota,30,9,10,,188,4,running,96.4,Joe Gibbs Racing,Talladega,2019
10,11,36,32.0,Corey LaJoie,Ford,26,,,,188,0,running,78.6,GO FAS Racing,Talladega,2019
11,12,16,41.0,Daniel Suarez,Ford,31,5,,,188,0,running,74.2,Stewart-Haas Racing,Talladega,2019
12,13,4,2.0,Brad Keselowski,Ford,24,,,,188,10,running,96.3,Team Penske,Talladega,2019
13,14,1,3.0,Austin Dillon,Chevrolet,37,3,5,,188,0,running,84.0,Richard Childress Racing,Talladega,2019
14,15,7,12.0,Ryan Blaney,Ford,29,,4,,188,4,running,89.7,Team Penske,Talladega,2019
15,16,17,21.0,Paul Menard,Ford,21,,,,188,0,running,73.5,Wood Brothers Racing,Talladega,2019
